Eps    1: ENVT  101: ENVR   -204.9 :EC  0:TS  101: R   -278.0 :eps 1.000:Act ((Robot(R1): Node(25)->Node(57)),(Robot(R2): Node(24)->Node(56)),(Robot(R3): Node(32)->Node(62)),(Robot(R4): Node(21)->Node(53)),(Robot(R5): Node(69)->Node(9)),(Robot(R6): Node(10)->Node(44)),(Robot(R7): Node(105)->Node(65)),(Robot(R8): Node(76)->Node(10)),(Robot(R9): Node(41)->Node(6))) 
Eps   83: ENVT  101: ENVR   -196.6 :EC  0:TS  101: R   -341.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(71)->Node(11)),(Robot(R5): Node(61)->Node(30)),(Robot(R6): Node(38)->Node(3)),(Robot(R7): Node(4)->Node(40)),(Robot(R8): Node(10)->Node(70)),(Robot(R9): Node(1)->Node(37))) 
Eps   84: ENVT  101: ENVR   -196.6 :EC  0:TS  101: R   -384.3 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(19)->Node(51)),(Robot(R3): Node(101)->Node(61)),(None: None->None),(None: None->None),(Robot(R6): Node(13)->Node(47)),(None: None->None),(None: None->None),(None: None->None)) 
Eps   85: ENVT  101: ENVR   -265.7 :EC  0:TS  101: R   -309.0 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(22)->Node(82)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps   86: ENVT  101: ENVR   -265.7 :EC  0:TS  101: R   -320.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps   87: ENVT  101: ENVR   -265.7 :EC  0:TS  101: R   -395.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps   88: ENVT  101: ENVR   -265.7 :EC  0:TS  101: R   -389.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(63)->Node(103)),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(83)->Node(23)),(None: None->None)) 
Eps   89: ENVT  101: ENVR   -265.7 :EC  0:TS  101: R   -337.7 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(24)->Node(56)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(39)->Node(99)),(Robot(R9): Node(18)->Node(78))) 
Eps   90: ENVT  101: ENVR   -366.2 :EC  0:TS  101: R   -399.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps   91: ENVT  101: ENVR   -366.2 :EC  0:TS  101: R   -370.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(17)->Node(83)),(None: None->None),(None: None->None)) 
Eps   92: ENVT  101: ENVR   -366.2 :EC  0:TS  101: R   -364.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps   93: ENVT  101: ENVR   -366.2 :EC  0:TS  101: R   -322.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(16)->Node(76)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps   94: ENVT  101: ENVR   -366.2 :EC  0:TS  101: R   -433.8 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(25)->Node(57)),(Robot(R3): Node(12)->Node(46)),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(31)->Node(61)),(Robot(R8): Node(62)->Node(102)),(None: None->None)) 
Eps   95: ENVT  101: ENVR   -380.3 :EC  0:TS  101: R   -387.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(39)->Node(4)),(Robot(R7): Node(42)->Node(7)),(None: None->None),(Robot(R9): Node(7)->Node(41))) 
Eps   96: ENVT  101: ENVR   -380.3 :EC  0:TS  101: R   -422.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps   97: ENVT  101: ENVR   -380.3 :EC  0:TS  101: R   -369.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(36)->Node(1)),(None: None->None),(None: None->None)) 
Eps   98: ENVT  101: ENVR   -380.3 :EC  0:TS  101: R   -376.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(49)->Node(16))) 
Eps   99: ENVT  101: ENVR   -380.3 :EC  0:TS  101: R   -433.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(40)->Node(5)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  100: ENVT  101: ENVR   -370.8 :EC  0:TS  101: R   -346.1 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(64)->Node(104)),(None: None->None),(None: None->None),(Robot(R6): Node(39)->Node(99)),(None: None->None),(None: None->None),(None: None->None)) 
Eps  101: ENVT  101: ENVR   -370.8 :EC  0:TS  101: R   -380.0 :eps 0.000:Act ((Robot(R1): Node(31)->Node(61)),(None: None->None),(None: None->None),(Robot(R4): Node(102)->Node(62)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(9)->Node(43))) 
Eps  102: ENVT  101: ENVR   -370.8 :EC  0:TS  101: R   -396.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(37)->Node(97))) 
Eps  103: ENVT  101: ENVR   -370.8 :EC  0:TS  101: R   -406.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  104: ENVT  101: ENVR   -370.8 :EC  0:TS  101: R   -323.8 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(76)->Node(10)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(49)->Node(16)),(Robot(R9): Node(46)->Node(13))) 
Eps  105: ENVT  101: ENVR   -337.5 :EC  0:TS  101: R   -217.4 :eps 0.000:Act ((Robot(R1): Node(26)->Node(58)),(Robot(R2): Node(78)->Node(12)),(Robot(R3): Node(28)->Node(60)),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(57)->Node(26)),(None: None->None),(Robot(R9): Node(71)->Node(11))) 
Eps  106: ENVT  101: ENVR   -337.5 :EC  0:TS  101: R   -344.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  107: ENVT  101: ENVR   -337.5 :EC  0:TS  101: R   -405.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(21)->Node(87)),(None: None->None)) 
Eps  108: ENVT  101: ENVR   -337.5 :EC  0:TS  101: R   -381.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  109: ENVT  101: ENVR   -337.5 :EC  0:TS  101: R   -271.4 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(15)->Node(81)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(104)->Node(64)),(Robot(R8): Node(35)->Node(65)),(Robot(R9): Node(34)->Node(64))) 
Eps  110: ENVT  101: ENVR   -369.2 :EC  0:TS  101: R   -400.4 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(34)->Node(64)),(None: None->None),(Robot(R4): Node(95)->Node(35)),(None: None->None),(None: None->None),(Robot(R7): Node(31)->Node(61)),(Robot(R8): Node(90)->Node(24)),(Robot(R9): Node(18)->Node(78))) 
Eps  111: ENVT  101: ENVR   -369.2 :EC  0:TS  101: R   -349.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(28)->Node(60)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  112: ENVT  101: ENVR   -369.2 :EC  0:TS  101: R   -420.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  113: ENVT  101: ENVR   -369.2 :EC  0:TS  101: R   -397.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  114: ENVT  101: ENVR   -369.2 :EC  0:TS  101: R   -272.1 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(60)->Node(29)),(Robot(R3): Node(95)->Node(35)),(None: None->None),(Robot(R5): Node(35)->Node(65)),(Robot(R6): Node(29)->Node(95)),(None: None->None),(None: None->None),(Robot(R9): Node(79)->Node(19))) 
Eps  115: ENVT  101: ENVR   -305.1 :EC  0:TS  101: R   -327.6 :eps 0.000:Act ((Robot(R1): Node(2)->Node(38)),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(34)->Node(94)),(Robot(R6): Node(37)->Node(97)),(None: None->None),(Robot(R8): Node(52)->Node(19)),(None: None->None)) 
Eps  116: ENVT  101: ENVR   -305.1 :EC  0:TS  101: R   -343.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  117: ENVT  101: ENVR   -305.1 :EC  0:TS  101: R   -387.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(104)->Node(64)),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(16)->Node(50)),(None: None->None)) 
Eps  118: ENVT  101: ENVR   -305.1 :EC  0:TS  101: R   -284.8 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(15)->Node(49)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(4)->Node(40)),(None: None->None)) 
Eps  119: ENVT  101: ENVR   -305.1 :EC  0:TS  101: R   -372.2 :eps 0.000:Act ((Robot(R1): Node(97)->Node(37)),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(7)->Node(41)),(Robot(R6): Node(12)->Node(72)),(Robot(R7): Node(37)->Node(2)),(None: None->None),(None: None->None)) 
Eps  120: ENVT  101: ENVR   -393.2 :EC  0:TS  101: R   -344.5 :eps 0.000:Act ((Robot(R1): Node(38)->Node(98)),(None: None->None),(Robot(R3): Node(71)->Node(11)),(Robot(R4): Node(63)->Node(103)),(None: None->None),(Robot(R6): Node(17)->Node(83)),(None: None->None),(None: None->None),(None: None->None)) 
Eps  121: ENVT  101: ENVR   -393.2 :EC  0:TS  101: R   -399.0 :eps 0.000:Act ((Robot(R1): Node(32)->Node(62)),(Robot(R2): Node(55)->Node(22)),(None: None->None),(Robot(R4): Node(33)->Node(63)),(Robot(R5): Node(64)->Node(104)),(Robot(R6): Node(9)->Node(43)),(Robot(R7): Node(53)->Node(20)),(Robot(R8): Node(29)->Node(95)),(None: None->None)) 
Eps  122: ENVT  101: ENVR   -393.2 :EC  0:TS  101: R   -283.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(40)->Node(100)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  123: ENVT  101: ENVR   -393.2 :EC  0:TS  101: R   -398.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(61)->Node(30)),(Robot(R7): Node(27)->Node(93)),(None: None->None),(None: None->None)) 
Eps  124: ENVT  101: ENVR   -393.2 :EC  0:TS  101: R   -404.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(3)->Node(69))) 
Eps  125: ENVT  101: ENVR   -313.7 :EC  0:TS  101: R   -426.2 :eps 0.000:Act ((Robot(R1): Node(28)->Node(60)),(Robot(R2): Node(93)->Node(33)),(None: None->None),(Robot(R4): Node(29)->Node(95)),(None: None->None),(None: None->None),(Robot(R7): Node(33)->Node(63)),(None: None->None),(None: None->None)) 
Eps  126: ENVT  101: ENVR   -313.7 :EC  0:TS  101: R   -327.4 :eps 0.000:Act ((Robot(R1): Node(27)->Node(59)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(32)->Node(62)),(None: None->None),(None: None->None)) 
Eps  127: ENVT  101: ENVR   -313.7 :EC  0:TS  101: R   -436.6 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(86)->Node(20)),(None: None->None),(Robot(R5): Node(36)->Node(96)),(None: None->None),(None: None->None),(Robot(R8): Node(15)->Node(49)),(Robot(R9): Node(57)->Node(26))) 
Eps  128: ENVT  101: ENVR   -313.7 :EC  0:TS  101: R   -354.9 :eps 0.000:Act ((Robot(R1): Node(59)->Node(28)),(None: None->None),(None: None->None),(Robot(R4): Node(61)->Node(101)),(Robot(R5): Node(28)->Node(60)),(None: None->None),(Robot(R7): Node(93)->Node(33)),(None: None->None),(Robot(R9): Node(27)->Node(59))) 
Eps  129: ENVT  101: ENVR   -313.7 :EC  0:TS  101: R   -340.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  130: ENVT  101: ENVR   -351.0 :EC  0:TS  101: R   -283.0 :eps 0.000:Act ((Robot(R1): Node(16)->Node(50)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(100)->Node(40)),(None: None->None),(None: None->None),(None: None->None)) 
Eps  131: ENVT  101: ENVR   -351.0 :EC  0:TS  101: R   -412.2 :eps 0.000:Act ((Robot(R1): Node(91)->Node(31)),(None: None->None),(None: None->None),(Robot(R4): Node(52)->Node(19)),(None: None->None),(None: None->None),(Robot(R7): Node(83)->Node(23)),(None: None->None),(None: None->None)) 
Eps  132: ENVT  101: ENVR   -351.0 :EC  0:TS  101: R   -343.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  133: ENVT  101: ENVR   -351.0 :EC  0:TS  101: R   -336.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  134: ENVT  101: ENVR   -351.0 :EC  0:TS  101: R   -341.1 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(46)->Node(13)),(None: None->None),(None: None->None),(Robot(R5): Node(9)->Node(43)),(Robot(R6): Node(39)->Node(99)),(Robot(R7): Node(34)->Node(64)),(Robot(R8): Node(35)->Node(65)),(Robot(R9): Node(47)->Node(14))) 
Eps  135: ENVT  101: ENVR   -196.7 :EC  0:TS  101: R   -281.0 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(46)->Node(13)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  136: ENVT  101: ENVR   -196.7 :EC  0:TS  101: R   -352.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  137: ENVT  101: ENVR   -196.7 :EC  0:TS  101: R   -401.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(12)->Node(46)),(Robot(R8): Node(95)->Node(35)),(None: None->None)) 
Eps  138: ENVT  101: ENVR   -196.7 :EC  0:TS  101: R   -332.6 :eps 0.000:Act ((Robot(R1): Node(62)->Node(102)),(Robot(R2): Node(16)->Node(50)),(Robot(R3): Node(14)->Node(74)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  139: ENVT  101: ENVR   -196.7 :EC  0:TS  101: R   -322.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  140: ENVT  101: ENVR   -397.3 :EC  0:TS  101: R   -389.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(65)->Node(105)),(None: None->None)) 
Eps  141: ENVT  101: ENVR   -397.3 :EC  0:TS  101: R   -376.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(37)->Node(97)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  142: ENVT  101: ENVR   -397.3 :EC  0:TS  101: R   -284.1 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(2)->Node(38)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(4)->Node(40))) 
Eps  143: ENVT  101: ENVR   -397.3 :EC  0:TS  101: R   -409.0 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(95)->Node(35)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  144: ENVT  101: ENVR   -397.3 :EC  0:TS  101: R   -378.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(8)->Node(42)),(None: None->None),(None: None->None),(None: None->None)) 
Eps  145: ENVT  101: ENVR   -399.9 :EC  0:TS  101: R   -410.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  146: ENVT  101: ENVR   -399.9 :EC  0:TS  101: R   -359.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  147: ENVT  101: ENVR   -399.9 :EC  0:TS  101: R   -316.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  148: ENVT  101: ENVR   -399.9 :EC  0:TS  101: R   -260.2 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(64)->Node(104)),(None: None->None),(Robot(R4): Node(16)->Node(50)),(None: None->None),(Robot(R6): Node(53)->Node(20)),(Robot(R7): Node(30)->Node(90)),(None: None->None),(Robot(R9): Node(104)->Node(64))) 
Eps  149: ENVT  101: ENVR   -399.9 :EC  0:TS  101: R   -430.5 :eps 0.000:Act ((Robot(R1): Node(39)->Node(4)),(None: None->None),(None: None->None),(Robot(R4): Node(38)->Node(3)),(Robot(R5): Node(64)->Node(104)),(None: None->None),(Robot(R7): Node(54)->Node(21)),(None: None->None),(None: None->None)) 
Eps  150: ENVT  101: ENVR   -340.0 :EC  0:TS  101: R   -329.9 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(26)->Node(86)),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(65)->Node(34)),(None: None->None),(None: None->None)) 
Eps  151: ENVT  101: ENVR   -340.0 :EC  0:TS  101: R   -335.4 :eps 0.000:Act ((Robot(R1): Node(82)->Node(16)),(Robot(R2): Node(97)->Node(37)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(14)->Node(48)),(None: None->None),(None: None->None)) 
Eps  152: ENVT  101: ENVR   -340.0 :EC  0:TS  101: R   -349.4 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(24)->Node(56)),(None: None->None),(Robot(R4): Node(35)->Node(65)),(None: None->None),(Robot(R6): Node(90)->Node(24)),(None: None->None),(None: None->None),(None: None->None)) 
Eps  153: ENVT  101: ENVR   -340.0 :EC  0:TS  101: R   -381.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  154: ENVT  101: ENVR   -340.0 :EC  0:TS  101: R   -395.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  155: ENVT  101: ENVR   -417.4 :EC  0:TS  101: R   -418.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  156: ENVT  101: ENVR   -417.4 :EC  0:TS  101: R   -386.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  157: ENVT  101: ENVR   -417.4 :EC  0:TS  101: R   -377.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(16)->Node(50)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  158: ENVT  101: ENVR   -417.4 :EC  0:TS  101: R   -414.0 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(85)->Node(25)),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(65)->Node(34)),(Robot(R7): Node(31)->Node(61)),(None: None->None),(None: None->None)) 
